place,run.id,run.weblink,run.game,run.level,run.category,run.videos.links,run.comment,run.status.status,run.status.examiner,run.status.verify-date,run.players,run.date,run.submitted,run.times.primary,run.times.primary_t,run.times.realtime,run.times.realtime_t,run.times.realtime_noloads,run.times.realtime_noloads_t,run.times.ingame,run.times.ingame_t,run.system.platform,run.system.emulated,run.system.region,run.splits,run.values.e8m7em86,run.values.kn04ewol,run.videos.text,run.splits.rel,run.splits.uri,run.videos
150,z1gj6j9z,https://www.speedrun.com/sm64/run/z1gj6j9z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/NRYx_WFtXZE'}],"Still worst than my 1 star pb lmao



*reupload bc twitch",verified,j4232gmx,2025-03-13T12:23:18Z,"[{'rel': 'user', 'id': 'xko6o278', 'uri': 'https://www.speedrun.com/api/v1/users/xko6o278'}]",2022-08-10,2022-08-11T04:00:14Z,PT9M19S,559.0,PT9M19S,559.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
151,me3ok5qz,https://www.speedrun.com/sm64/run/me3ok5qz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1467423514'}],,verified,qxkm6mj0,2022-04-26T13:52:15Z,"[{'rel': 'user', 'id': 'qxkvqp2j', 'uri': 'https://www.speedrun.com/api/v1/users/qxkvqp2j'}]",2022-04-26,2022-04-26T13:23:20Z,PT9M26S,566.0,PT9M26S,566.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
152,y6el826z,https://www.speedrun.com/sm64/run/y6el826z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=2DhihCUU33k'}],,verified,8lpgwllj,2024-07-25T23:49:27Z,"[{'rel': 'user', 'id': '7j4rz5m8', 'uri': 'https://www.speedrun.com/api/v1/users/7j4rz5m8'}]",2024-07-24,2024-07-25T17:57:54Z,PT9M30S,570.0,PT9M30S,570.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
153,z18ll1gy,https://www.speedrun.com/sm64/run/z18ll1gy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/bUAT6SnwaNY'}],,verified,zx7gkrx7,2021-03-01T23:16:21Z,"[{'rel': 'user', 'id': '86v01k5j', 'uri': 'https://www.speedrun.com/api/v1/users/86v01k5j'}]",2021-02-28,2021-03-01T02:44:30Z,PT9M31S,571.0,PT9M31S,571.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
153,m7nropwz,https://www.speedrun.com/sm64/run/m7nropwz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/2188333835'}],,verified,8lpgwllj,2024-07-03T23:29:19Z,"[{'rel': 'user', 'id': 'jm3ymoo8', 'uri': 'https://www.speedrun.com/api/v1/users/jm3ymoo8'}]",2024-07-02,2024-07-03T18:51:23Z,PT9M31S,571.0,PT9M31S,571.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
155,mk95pnlz,https://www.speedrun.com/sm64/run/mk95pnlz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/315270656'}],SUCH A RUSH,verified,68wg36qx,2018-09-27T08:08:10Z,"[{'rel': 'user', 'id': 'kjp9nvk8', 'uri': 'https://www.speedrun.com/api/v1/users/kjp9nvk8'}]",2018-09-26,2018-09-27T05:29:05Z,PT9M35S,575.0,PT9M35S,575.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
155,mre9px2y,https://www.speedrun.com/sm64/run/mre9px2y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=rQK0AKBxZdA&feature=youtu.be'}],"I can't believe I did DDD skip. This is my first ever time doing it.

Timer might be off. I turn on console and hit splits at the same time.
",verified,zx7gkrx7,2019-07-31T22:44:35Z,"[{'rel': 'user', 'id': 'e8e3m7j0', 'uri': 'https://www.speedrun.com/api/v1/users/e8e3m7j0'}]",2019-07-31,2019-07-31T08:44:11Z,PT9M35S,575.0,PT9M35S,575.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
155,y887lj1y,https://www.speedrun.com/sm64/run/y887lj1y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/9LSP0VUf1-E'}],mod note: retimed to 9:35,verified,qxkm6mj0,2022-07-25T12:51:58Z,"[{'rel': 'user', 'id': '7j4o0lm8', 'uri': 'https://www.speedrun.com/api/v1/users/7j4o0lm8'}]",2022-07-25,2022-07-25T05:19:57Z,PT9M35S,575.0,PT9M35S,575.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
158,z0je66jy,https://www.speedrun.com/sm64/run/z0je66jy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=F2DcAKGrF3U'}],FS heart attack,verified,qxkm6mj0,2023-05-01T13:28:19Z,"[{'rel': 'user', 'id': '8geyv5pj', 'uri': 'https://www.speedrun.com/api/v1/users/8geyv5pj'}]",2023-05-01,2023-05-01T08:10:14Z,PT9M46S,586.0,PT9M46S,586.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
158,yj21o73m,https://www.speedrun.com/sm64/run/yj21o73m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1838743220'}],pepemeltdown in bits LOL,verified,qxkm6mj0,2023-06-05T23:06:33Z,"[{'rel': 'user', 'id': 'j4q1vpwx', 'uri': 'https://www.speedrun.com/api/v1/users/j4q1vpwx'}]",2023-06-05,2023-06-05T22:46:26Z,PT9M46S,586.0,PT9M46S,586.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
160,z5pdrknm,https://www.speedrun.com/sm64/run/z5pdrknm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=-5M7b_fHD1E'}],"1 Star attempts turned into 0 Star PB

Mod note: Retimed to 9:54.",verified,8qrv5k0j,2023-06-15T21:54:47Z,"[{'rel': 'user', 'id': '8r2ngoqx', 'uri': 'https://www.speedrun.com/api/v1/users/8r2ngoqx'}]",2023-06-15,2023-06-15T18:26:51Z,PT9M54S,594.0,PT9M54S,594.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
161,m79wxn9y,https://www.speedrun.com/sm64/run/m79wxn9y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=tD0P7mBjdvs'}],"i retimed this through Sony vegas Pro, the exact time was 10:06.400",verified,zxzlqn8q,2017-10-03T15:03:49Z,"[{'rel': 'user', 'id': 'dx35v6ej', 'uri': 'https://www.speedrun.com/api/v1/users/dx35v6ej'}]",2017-10-03,2017-10-03T13:04:02Z,PT10M6S,606.0,PT10M6S,606.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
162,0znv5nlm,https://www.speedrun.com/sm64/run/0znv5nlm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/FFqTXbMMc0g'}],Lakitu skip pls,verified,zx7gkrx7,2016-06-28T23:18:19Z,"[{'rel': 'user', 'id': 'qjn3egwx', 'uri': 'https://www.speedrun.com/api/v1/users/qjn3egwx'}]",2016-06-28,2016-06-28T22:18:32Z,PT10M9S,609.0,PT10M9S,609.0,,0,,0,w89rwelk,False,e6lxy1dz,,9qj7z0oq,5q8e86rq,,,,
163,yl4v6pnm,https://www.speedrun.com/sm64/run/yl4v6pnm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/sBbgkMFgHWQ'}],This was my first 0 star run so I decided to continue. After i got the skip i was playing very safe as I knew if I died I would leave fs. So yeah.. never running this again. Also... bad mic,verified,18qrq47j,2018-08-14T00:37:06Z,"[{'rel': 'user', 'id': '68wgmkvx', 'uri': 'https://www.speedrun.com/api/v1/users/68wgmkvx'}]",2018-08-13,2018-08-12T23:17:53Z,PT10M14S,614.0,PT10M14S,614.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
164,jy9pdvm4,https://www.speedrun.com/sm64/run/jy9pdvm4,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm16152797'}],,verified,,,"[{'rel': 'guest', 'name': '[jp]まる (Maru)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%81%BE%E3%82%8B+%28Maru%29'}]",2011-11-12,,PT10M35S,635.0,PT10M35S,635.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
165,yvqkno6m,https://www.speedrun.com/sm64/run/yvqkno6m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/2EeZHbZKwOU'}],,verified,qxkm6mj0,2022-03-20T18:05:17Z,"[{'rel': 'user', 'id': 'jn3kg62x', 'uri': 'https://www.speedrun.com/api/v1/users/jn3kg62x'}]",2022-03-19,2022-03-20T05:26:14Z,PT10M48S,648.0,PT10M48S,648.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
166,yop36p7m,https://www.speedrun.com/sm64/run/yop36p7m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=QJNGGBkG9vo'}],,verified,qxkm6mj0,2022-05-03T18:35:48Z,"[{'rel': 'user', 'id': 'xz79p1nj', 'uri': 'https://www.speedrun.com/api/v1/users/xz79p1nj'}]",2020-06-08,2022-05-03T18:35:36Z,PT10M55S,655.0,PT10M55S,655.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
167,nz1vngze,https://www.speedrun.com/sm64/run/nz1vngze,o1y9wo6q,,xk9gg6d0,,,verified,,,"[{'rel': 'guest', 'name': '[jp]ねくすと (Nekusuto)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%81%AD%E3%81%8F%E3%81%99%E3%81%A8+%28Nekusuto%29'}]",,,PT11M4S,664.0,PT11M4S,664.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
168,ywrjegnm,https://www.speedrun.com/sm64/run/ywrjegnm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/9eufYC522ns'}],,verified,qxk4wo6j,2023-06-20T14:20:04Z,"[{'rel': 'user', 'id': '98rzr0gx', 'uri': 'https://www.speedrun.com/api/v1/users/98rzr0gx'}]",2023-06-19,2023-06-19T18:16:58Z,PT11M7S,667.0,PT11M7S,667.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
169,z51179em,https://www.speedrun.com/sm64/run/z51179em,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/yVdnuK7qHWk'}],lol,verified,qj2yvm78,2018-06-25T23:10:49Z,"[{'rel': 'user', 'id': '18vr2m5x', 'uri': 'https://www.speedrun.com/api/v1/users/18vr2m5x'}]",2018-06-25,2018-06-25T20:13:34Z,PT11M9S,669.0,PT11M9S,669.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
170,yw1w733z,https://www.speedrun.com/sm64/run/yw1w733z,o1y9wo6q,,xk9gg6d0,,,verified,e8e6edj0,2018-02-17T11:36:01Z,"[{'rel': 'guest', 'name': '[jp]Nurin', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5DNurin'}]",2011-04-24,2018-02-17T11:36:01Z,PT11M18S,678.0,PT11M18S,678.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
171,m7og5xwy,https://www.speedrun.com/sm64/run/m7og5xwy,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/zVGFi7qshwo'}],Chalupa,verified,8vkn1mnj,2024-07-29T11:57:23Z,"[{'rel': 'user', 'id': 'j03l129j', 'uri': 'https://www.speedrun.com/api/v1/users/j03l129j'}]",2024-07-27,2024-07-27T21:48:28Z,PT11M29S,689.0,PT11M29S,689.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,splits.io,https://splits.io/api/v3/runs/ccll,
172,emko1vz6,https://www.speedrun.com/sm64/run/emko1vz6,o1y9wo6q,,xk9gg6d0,,Legacy. No VoD. Added from atwiki.jp,verified,,,"[{'rel': 'user', 'id': 'kjp6pz58', 'uri': 'https://www.speedrun.com/api/v1/users/kjp6pz58'}]",2012-12-27,,PT11M33S,693.0,PT11M33S,693.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
173,zq05dd1y,https://www.speedrun.com/sm64/run/zq05dd1y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1418813465'}],"mod note: removed milliseconds (we only maintain milliseconds for certain thresholds in the shorter categories), retimed to 11:36",verified,qxkm6mj0,2022-03-08T16:33:02Z,"[{'rel': 'user', 'id': '18q6w4wj', 'uri': 'https://www.speedrun.com/api/v1/users/18q6w4wj'}]",2022-03-07,2022-03-08T00:34:16Z,PT11M36S,696.0,PT11M36S,696.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
174,z163nogm,https://www.speedrun.com/sm64/run/z163nogm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=itFYKtjVMXQ'}],"First ever attempt at a run, yeah don't think this one is going anywhere for awhile, what a fluke lmao

Mod note: re-timed to 12:13(.883)",verified,xyld2znj,2025-04-29T20:58:13Z,"[{'rel': 'user', 'id': '8dw9eqmj', 'uri': 'https://www.speedrun.com/api/v1/users/8dw9eqmj'}]",2025-04-29,2025-04-29T06:46:19Z,PT12M13S,733.0,PT12M13S,733.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
175,mk0ollxz,https://www.speedrun.com/sm64/run/mk0ollxz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=azx2SyuEZtA'}],"mod note: the frame rate of the video is a bit choppy throughout, if that could be fixed for future submissions would be preferable",verified,qxkm6mj0,2023-07-29T13:17:26Z,"[{'rel': 'user', 'id': '81qrwmpj', 'uri': 'https://www.speedrun.com/api/v1/users/81qrwmpj'}]",2023-07-29,2023-07-29T09:50:38Z,PT12M14S,734.0,PT12M14S,734.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
176,mk8nxr3m,https://www.speedrun.com/sm64/run/mk8nxr3m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/yFX5kontY3g'}],I did it :),verified,zx7gkrx7,2021-01-05T05:35:17Z,"[{'rel': 'user', 'id': 'jmpl1doj', 'uri': 'https://www.speedrun.com/api/v1/users/jmpl1doj'}]",2021-01-03,2021-01-04T06:08:20Z,PT12M22S,742.0,PT12M22S,742.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,4qyxop3l,,,,
177,z051n58m,https://www.speedrun.com/sm64/run/z051n58m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/vsAQ3ISZwG8'}],,verified,1xyky4n8,2020-04-19T21:10:58Z,"[{'rel': 'user', 'id': 'qxkz2mmx', 'uri': 'https://www.speedrun.com/api/v1/users/qxkz2mmx'}]",2019-09-27,2020-04-19T16:31:41Z,PT12M27S,747.0,PT12M27S,747.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
178,y281569y,https://www.speedrun.com/sm64/run/y281569y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/yrbBz36_agI'}],,verified,zx7gkrx7,2025-05-10T02:07:21Z,"[{'rel': 'user', 'id': 'xkp9696j', 'uri': 'https://www.speedrun.com/api/v1/users/xkp9696j'}]",2025-05-09,2025-05-09T19:51:28Z,PT12M48S,768.0,PT12M48S,768.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
179,9mr0x2mq,https://www.speedrun.com/sm64/run/9mr0x2mq,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.nicovideo.jp/watch/sm17501280'}],,verified,,,"[{'rel': 'guest', 'name': '[jp]白井 (Shirai)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E7%99%BD%E4%BA%95+%28Shirai%29'}]",2012-04-09,,PT12M58S,778.0,PT12M58S,778.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
180,mrl623gm,https://www.speedrun.com/sm64/run/mrl623gm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=W0AgHQAXUhk'}],,verified,qxk241kx,2023-06-23T18:45:35Z,"[{'rel': 'user', 'id': '86vm37pj', 'uri': 'https://www.speedrun.com/api/v1/users/86vm37pj'}]",2023-06-22,2023-06-23T01:46:56Z,PT13M16S,796.0,PT13M16S,796.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
181,z1lr7egm,https://www.speedrun.com/sm64/run/z1lr7egm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/LnikoyBNRrE'}],needs a bit to process on youtube tyty,verified,8q3dqn7j,2023-06-13T11:14:25Z,"[{'rel': 'user', 'id': '8q316z7j', 'uri': 'https://www.speedrun.com/api/v1/users/8q316z7j'}]",2023-06-12,2023-06-12T20:14:55Z,PT13M34S,814.0,PT13M34S,814.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
182,1zxjxqyx,https://www.speedrun.com/sm64/run/1zxjxqyx,o1y9wo6q,,xk9gg6d0,,Legacy. added from atwiki.jp,verified,,,"[{'rel': 'guest', 'name': '[jp]КΙЯВУ', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%D0%9A%CE%99%D0%AF%D0%92%D0%A3'}]",2012-07-29,,PT13M37S,817.0,PT13M37S,817.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
183,mrl4wg7m,https://www.speedrun.com/sm64/run/mrl4wg7m,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1839907490'}],,verified,qxk4wo6j,2023-06-07T14:40:05Z,"[{'rel': 'user', 'id': 'xy5g6zv8', 'uri': 'https://www.speedrun.com/api/v1/users/xy5g6zv8'}]",2023-06-07,2023-06-07T06:41:56Z,PT13M50S,830.0,PT13M50S,830.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
184,yjx7ngnz,https://www.speedrun.com/sm64/run/yjx7ngnz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=MotChj8L9QM'}],"????????????????????????????????????????thats a message to the sm64 mods

mod note: changed game region from None to JPN/NTSC ",verified,qxkm6mj0,2022-03-10T16:45:05Z,"[{'rel': 'user', 'id': 'jp4y0g2j', 'uri': 'https://www.speedrun.com/api/v1/users/jp4y0g2j'}]",2022-03-09,2022-03-10T04:47:08Z,PT14M51S,891.0,PT14M51S,891.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
185,zx39x7ez,https://www.speedrun.com/sm64/run/zx39x7ez,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1805407816'}],,verified,qxkm6mj0,2023-04-28T14:10:48Z,"[{'rel': 'user', 'id': 'x3qm31kj', 'uri': 'https://www.speedrun.com/api/v1/users/x3qm31kj'}]",2023-04-28,2023-04-28T00:45:13Z,PT14M57S,897.0,PT14M57S,897.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
186,z0ok0oez,https://www.speedrun.com/sm64/run/z0ok0oez,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/-FYA5s5M9lk'}],,verified,zx7gkrx7,2022-03-09T07:05:41Z,"[{'rel': 'user', 'id': '8gee7n7j', 'uri': 'https://www.speedrun.com/api/v1/users/8gee7n7j'}]",2022-03-09,2022-03-08T23:20:42Z,PT15M18S,918.0,PT15M18S,918.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
187,zxx9q98z,https://www.speedrun.com/sm64/run/zxx9q98z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/6l43kYMcbYI'}],Alrighty!,verified,98rp5mwj,2024-07-09T15:09:23Z,"[{'rel': 'user', 'id': 'jp4q645j', 'uri': 'https://www.speedrun.com/api/v1/users/jp4q645j'}]",2024-07-09,2024-07-09T09:33:50Z,PT16M52S,1012.0,PT16M52S,1012.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
188,m7o5no5y,https://www.speedrun.com/sm64/run/m7o5no5y,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/igM4zIwDQvY'}],,verified,8lpgwllj,2024-08-04T23:27:50Z,"[{'rel': 'user', 'id': '8q34l9oj', 'uri': 'https://www.speedrun.com/api/v1/users/8q34l9oj'}]",2024-08-04,2024-08-04T05:16:08Z,PT17M14S,1034.0,PT17M14S,1034.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
189,kz5lggyr,https://www.speedrun.com/sm64/run/kz5lggyr,o1y9wo6q,,xk9gg6d0,,Legacy. added from atwiki.jp,verified,,,"[{'rel': 'guest', 'name': '[jp]モリオ (Morio)', 'uri': 'https://www.speedrun.com/api/v1/guests/%5Bjp%5D%E3%83%A2%E3%83%AA%E3%82%AA+%28Morio%29'}]",2010-11-30,,PT17M21S,1041.0,PT17M21S,1041.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
190,mk145ely,https://www.speedrun.com/sm64/run/mk145ely,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/eixXaFwu5_0'}],"LeBrick PB
Run Starts at 25:20


",verified,98rv2rdj,2024-07-13T17:31:46Z,"[{'rel': 'user', 'id': '18q3y4oj', 'uri': 'https://www.speedrun.com/api/v1/users/18q3y4oj'}]",2024-07-12,2024-07-13T04:11:40Z,PT17M26S,1046.0,PT17M26S,1046.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
191,zq79dprm,https://www.speedrun.com/sm64/run/zq79dprm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=dawQ3gUnS4M&ab_channel=Bombs-_-'}],POINTSSSSSSSSS,verified,zx7gkrx7,2022-06-05T02:11:03Z,"[{'rel': 'user', 'id': '0jmw6wex', 'uri': 'https://www.speedrun.com/api/v1/users/0jmw6wex'}]",2022-06-04,2022-06-04T22:53:04Z,PT23M8S,1388.0,PT23M8S,1388.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
192,0y6n316z,https://www.speedrun.com/sm64/run/0y6n316z,o1y9wo6q,,xk9gg6d0,[{'uri': 'http://www.twitch.tv/drugstoredog/v/33323169'}],can't really improve on this one. solid overall except missed early ellies,verified,0jmpgoj1,2016-01-06T17:40:09Z,"[{'rel': 'user', 'id': 'zxz97kn8', 'uri': 'https://www.speedrun.com/api/v1/users/zxz97kn8'}]",2016-01-03,2016-01-03T07:24:11Z,PT24M34S,1474.0,PT24M34S,1474.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
193,y48vvxdm,https://www.speedrun.com/sm64/run/y48vvxdm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/amahumahaba/v/1426024508?sr=a'}],Ddd Skip at 19:50,verified,zx7gkrx7,2022-03-15T05:13:53Z,"[{'rel': 'user', 'id': '8qrldp7j', 'uri': 'https://www.speedrun.com/api/v1/users/8qrldp7j'}]",2022-03-14,2022-03-15T02:33:02Z,PT24M41S,1481.0,PT24M41S,1481.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
194,mk0k4w3z,https://www.speedrun.com/sm64/run/mk0k4w3z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.twitch.tv/videos/1855330925'}],omagaih,verified,qxkm6mj0,2023-06-25T13:59:24Z,"[{'rel': 'user', 'id': '8dw231lj', 'uri': 'https://www.speedrun.com/api/v1/users/8dw231lj'}]",2023-06-25,2023-06-25T10:17:59Z,PT25M1S,1501.0,PT25M1S,1501.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
195,y8jn8gnz,https://www.speedrun.com/sm64/run/y8jn8gnz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=rAZn7-3LSjA'}],,verified,zx7gkrx7,2022-03-07T07:42:57Z,"[{'rel': 'user', 'id': 'j03z503j', 'uri': 'https://www.speedrun.com/api/v1/users/j03z503j'}]",2022-03-06,2022-03-07T03:05:31Z,PT25M8S,1508.0,PT25M8S,1508.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,4qyxop3l,,,,
196,y4kg0kkm,https://www.speedrun.com/sm64/run/y4kg0kkm,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=RCx_3OdHzYk'}],,verified,qxkm6mj0,2023-12-04T14:21:06Z,"[{'rel': 'user', 'id': '8l35dzl8', 'uri': 'https://www.speedrun.com/api/v1/users/8l35dzl8'}]",2023-11-22,2023-12-04T12:09:21Z,PT35M10S,2110.0,PT35M10S,2110.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
197,zxl5e7qz,https://www.speedrun.com/sm64/run/zxl5e7qz,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://www.youtube.com/watch?v=xFBiS2CP7v4'}],shoutout saks shoutout lar ,verified,zx7gkrx7,2022-03-10T06:49:31Z,"[{'rel': 'user', 'id': 'j92zg478', 'uri': 'https://www.speedrun.com/api/v1/users/j92zg478'}]",2022-03-09,2022-03-10T05:53:48Z,PT39M28S,2368.0,PT39M28S,2368.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
198,mk0gn81z,https://www.speedrun.com/sm64/run/mk0gn81z,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/AFISLl1rAVc'}],500 points for the league baby,verified,zx7gkrx7,2023-06-13T22:03:44Z,"[{'rel': 'user', 'id': '7j4975w8', 'uri': 'https://www.speedrun.com/api/v1/users/7j4975w8'}]",2023-06-13,2023-06-13T02:58:50Z,PT43M20S,2600.0,PT43M20S,2600.0,,0,,0,w89rwelk,False,o316x197,,9qj7z0oq,5q8e86rq,,,,
199,y9lwvwny,https://www.speedrun.com/sm64/run/y9lwvwny,o1y9wo6q,,xk9gg6d0,[{'uri': 'https://youtu.be/FBKZPxI86mc'}],,verified,zx7gkrx7,2022-03-07T07:45:17Z,"[{'rel': 'user', 'id': '1xyky4n8', 'uri': 'https://www.speedrun.com/api/v1/users/1xyky4n8'}]",2022-03-06,2022-03-07T03:08:25Z,PT49M29S,2969.0,PT49M29S,2969.0,,0,,0,w89rwelk,False,pr184lqn,,9qj7z0oq,5q8e86rq,,,,
