id,started,ended,realTime,BOB (1),WF (6),CCM (8),DW (Bowser),SSL (11),LLL (12),HMC (15),MIPS Clip,DDD (16),FS (Bowser),BLJs,BitS (Bowser)
935,2025-03-28 06:00:26,2025-03-28 06:00:38,,,,,,,,,,,,,
936,2025-03-28 06:00:38,2025-03-28 06:02:15,,,,,,,,,,,,,
937,2025-03-28 06:02:15,2025-03-28 06:04:28,,,,,,,,,,,,,
938,2025-03-28 06:04:28,2025-03-28 06:07:06,,,,,,,,,,,,,
939,2025-03-28 06:07:06,2025-03-28 06:10:09,,00:01:45.3265871,,,,,,,,,,,
940,2025-03-28 06:10:09,2025-03-28 06:23:31,,00:01:36.3431370,00:03:10.2792285,00:01:24.1766822,00:02:41.1671658,00:01:30.8550080,,,,,,,
941,2025-03-28 06:23:31,2025-03-28 06:26:36,,,,,,,,,,,,,
942,2025-03-28 06:26:36,2025-03-28 06:31:59,,00:01:46.3720667,,,,,,,,,,,
943,2025-03-28 06:31:59,2025-03-28 06:55:25,,,,,,,,,,,,,
944,2025-03-28 06:56:00,2025-03-28 06:56:02,,,,,,,,,,,,,
-2,,,,,00:03:59.8869190,,00:02:38.1018080,00:01:31.1386690,00:00:36.7169130,,00:01:04.5911100,,00:02:31.6569040,00:01:58.3189990,
-1,,,,,00:03:43.7805900,,,,,00:01:50.9473530,,00:01:11.7976810,00:02:37.5008080,,
0,,,,,,00:01:49.6355620,00:03:22.6038260,00:02:03.7412300,,,,00:06:21.7205400,,,00:05:21.2602840
