id,started,ended,realTime,bob,wf,ccm,dw,ssl,lll,hmc,ddd,fs,bljs,bits
1686,2019-10-13 03:56:34,2019-10-13 04:00:57,,00:01:40.2330000,,,,,,,,,,
1687,2019-10-13 04:01:00,2019-10-13 04:02:37,,,,,,,,,,,,
1688,2019-10-13 04:02:39,2019-10-13 04:18:18,,00:01:39.8170000,00:03:17.1360000,00:01:27.0360000,00:03:00,00:01:29.0050000,00:01:10,00:01:57.4860000,00:01:31.2150000,,,
1689,2019-10-13 21:15:16,2019-10-13 21:16:55,,,,,,,,,,,,
1690,2019-10-13 21:17:00,2019-10-13 21:18:05,,,,,,,,,,,,
1691,2019-10-13 21:18:07,2019-10-13 21:19:43,,,,,,,,,,,,
1692,2019-10-13 21:19:45,2019-10-13 21:38:03,00:18:20.8090000,00:01:40.2730000,00:03:09.1520000,00:01:23.1430000,00:03:00,00:01:25.3720000,00:01:10,00:01:55.4250000,00:01:38.7470000,00:01:49.5960000,00:01:09.1310000,00:01:54.9740000
1693,2019-10-13 21:42:45,2019-10-13 21:44:32,,,,,,,,,,,,
1694,2019-10-13 21:44:35,2019-10-13 21:47:38,,00:01:40.7140000,,,,,,,,,,
1695,2019-10-13 21:47:41,2019-10-13 21:48:45,,,,,,,,,,,,
1696,2019-10-13 21:48:47,2019-10-13 21:50:21,,,,,,,,,,,,
1697,2019-10-13 21:50:24,2019-10-13 21:51:58,,,,,,,,,,,,
1698,2019-10-13 21:52:01,2019-10-13 22:04:47,,00:01:39.7630000,00:03:06.9560000,00:01:23.3730000,00:03:00,00:01:25.9590000,00:01:10,00:02:13.9160000,,,,
1699,2019-10-13 22:04:50,2019-10-13 22:08:59,,00:01:39.5690000,,,,,,,,,,
1700,2019-10-13 22:09:02,2019-10-13 22:10:15,,,,,,,,,,,,
1701,2019-10-13 22:10:19,2019-10-13 22:22:15,,00:01:39.9190000,00:03:07.1880000,00:01:27.4320000,00:03:00,00:01:38.4690000,00:01:10,,,,,
1702,2019-10-14 01:04:58,2019-10-14 01:06:39,,,,,,,,,,,,
1703,2019-10-14 01:06:43,2019-10-14 01:11:34,,00:01:42.9190000,,,,,,,,,,
1704,2019-10-14 01:11:35,2019-10-14 01:15:06,,00:01:41.9380000,,,,,,,,,,
1705,2019-10-14 01:15:09,2019-10-14 01:22:52,,00:01:39.4400000,00:03:06.7100000,,,,,,,,,
1706,2019-10-14 01:22:58,2019-10-14 01:24:01,,,,,,,,,,,,
1707,2019-10-14 01:24:04,2019-10-14 01:24:06,,,,,,,,,,,,
1708,2019-10-14 01:24:09,2019-10-14 01:25:42,,,,,,,,,,,,
1709,2019-10-14 01:25:45,2019-10-14 01:26:49,,,,,,,,,,,,
1710,2019-10-14 01:26:52,2019-10-14 01:31:40,,00:01:41.4040000,,,,,,,,,,
1711,2019-10-14 01:31:42,2019-10-14 01:32:47,,,,,,,,,,,,
1712,2019-10-14 01:32:50,2019-10-14 01:34:26,,,,,,,,,,,,
1713,2019-10-14 01:34:28,2019-10-14 01:49:25,,,00:04:45.0870000,00:01:24.4120000,00:03:00,00:01:24.7700000,00:01:10,00:01:56.7220000,00:01:37.4650000,,,
1714,2019-10-14 01:51:37,2019-10-14 01:54:36,,00:01:40.4630000,,,,,,,,,,
1715,2019-10-14 01:54:39,2019-10-14 01:59:30,,00:01:40.1330000,,,,,,,,,,
1716,2019-10-14 01:59:32,2019-10-14 02:02:05,,00:01:41.1780000,,,,,,,,,,
1717,2019-10-14 02:02:08,2019-10-14 02:03:50,,,,,,,,,,,,
1718,2019-10-14 02:03:53,2019-10-14 02:06:54,,00:01:40.3590000,,,,,,,,,,
1719,2019-10-14 02:06:56,2019-10-14 02:08:33,,,,,,,,,,,,
1720,2019-10-14 02:08:37,2019-10-14 02:12:09,,00:01:39.6660000,,,,,,,,,,
1721,2019-10-14 02:12:12,2019-10-14 02:15:16,,00:01:40.0980000,,,,,,,,,,
1722,2019-10-14 02:15:19,2019-10-14 02:18:36,,00:01:40.1690000,,,,,,,,,,
1723,2019-10-14 02:18:38,2019-10-14 02:31:01,,00:01:40.5210000,00:03:12.7210000,00:01:25.0640000,00:03:00,00:01:28.7650000,00:01:10,,,,,
1724,2019-10-14 02:31:03,2019-10-14 02:32:06,,,,,,,,,,,,
1725,2019-10-14 02:32:09,2019-10-14 02:33:44,,,,,,,,,,,,
1726,2019-10-14 02:33:47,2019-10-14 02:34:50,,,,,,,,,,,,
1727,2019-10-14 02:34:53,2019-10-14 02:40:50,,00:01:40.9690000,,,,,,,,,,
1728,2019-10-14 02:40:53,2019-10-14 02:41:56,,,,,,,,,,,,
1729,2019-10-14 02:41:59,2019-10-14 02:57:10,,00:01:41.8400000,00:03:09.0730000,00:01:22.9700000,00:03:00,00:01:27.5400000,00:01:10,00:01:57.2150000,00:01:44.5900000,,,
1730,2019-10-15 22:27:04,2019-10-15 22:28:07,,,,,,,,,,,,
1731,2019-10-15 22:28:10,2019-10-15 22:30:41,,00:01:40.6010000,,,,,,,,,,
1732,2019-10-15 22:30:43,2019-10-15 22:33:54,,,,,,,,,,,,
1733,2019-10-15 22:34:21,2019-10-15 22:34:24,,,,,,,,,,,,
1734,2019-10-16 02:05:46,2019-10-16 02:07:31,,,,,,,,,,,,
1735,2019-10-16 02:07:39,2019-10-16 02:09:15,,,,,,,,,,,,
1736,2019-10-16 02:09:17,2019-10-16 02:12:19,,00:01:40.0550000,,,,,,,,,,
1737,2019-10-16 02:12:22,2019-10-16 02:13:26,,,,,,,,,,,,
1738,2019-10-16 02:13:29,2019-10-16 02:17:14,,00:01:39.6070000,,,,,,,,,,
1739,2019-10-16 02:17:17,2019-10-16 02:18:55,,,,,,,,,,,,
1740,2019-10-16 02:19:04,2019-10-16 02:20:08,,,,,,,,,,,,
1741,2019-10-16 02:33:20,2019-10-16 02:35:22,,00:01:40.0780000,,,,,,,,,,
1742,2019-10-16 02:35:25,2019-10-16 02:45:52,,00:01:42.9000000,00:03:09.0030000,00:01:29.5610000,00:03:00,00:01:28.6700000,00:01:10,,,,,
1743,2019-10-16 02:45:54,2019-10-16 02:47:31,,,,,,,,,,,,
1744,2019-10-16 02:47:33,2019-10-16 03:08:12,,00:01:39.8190000,00:03:08.8280000,00:01:28.9430000,00:03:00,00:01:27.3520000,00:01:10,00:01:59.4260000,00:01:43.1400000,00:01:53.4090000,00:01:05.3040000,
1745,2019-10-18 22:16:58,2019-10-18 22:18:31,,,,,,,,,,,,
1746,2019-10-18 22:18:34,2019-10-18 22:20:11,,,,,,,,,,,,
1747,2019-10-18 22:20:13,2019-10-18 22:21:16,,,,,,,,,,,,
1748,2019-10-18 22:21:19,2019-10-18 22:24:21,,00:01:43.1510000,,,,,,,,,,
1749,2019-10-18 22:26:03,2019-10-18 22:27:46,,,,,,,,,,,,
1750,2019-10-18 22:27:49,2019-10-18 22:29:24,,,,,,,,,,,,
1751,2019-10-18 22:29:27,2019-10-18 22:45:18,,00:01:39.6230000,00:03:08.9020000,00:01:24.3390000,00:03:00,00:01:36.5510000,00:01:10,00:01:58.6490000,00:01:42.4660000,,,
1752,2019-10-19 02:38:02,2019-10-19 02:39:41,,,,,,,,,,,,
1753,2019-10-19 02:39:43,2019-10-19 02:40:48,,,,,,,,,,,,
1754,2019-10-19 02:40:50,2019-10-19 02:41:55,,,,,,,,,,,,
1755,2019-10-19 02:41:58,2019-10-19 02:43:01,,,,,,,,,,,,
1756,2019-10-19 02:43:03,2019-10-19 02:45:40,,00:01:42.6780000,,,,,,,,,,
1757,2019-10-19 02:45:43,2019-10-19 02:48:39,,00:01:40.5710000,,,,,,,,,,
1758,2019-10-19 02:48:42,2019-10-19 02:49:47,,,,,,,,,,,,
1759,2019-10-19 02:49:49,2019-10-19 02:50:55,,,,,,,,,,,,
1760,2019-10-19 02:50:57,2019-10-19 02:52:01,,,,,,,,,,,,
1761,2019-10-19 02:52:03,2019-10-19 02:53:39,,,,,,,,,,,,
1762,2019-10-19 02:53:42,2019-10-19 03:07:15,,00:01:40.0730000,00:03:10.7100000,00:01:28.5370000,00:03:00,00:01:30.4650000,00:01:10,00:01:59.9600000,,,,
1763,2019-10-19 03:07:18,2019-10-19 03:08:26,,,,,,,,,,,,
1764,2019-10-19 03:08:28,2019-10-19 03:10:01,,,,,,,,,,,,
1765,2019-10-19 03:10:04,2019-10-19 03:12:07,,00:01:44.0250000,,,,,,,,,,
1766,2019-10-19 03:12:10,2019-10-19 03:17:01,,00:01:42.0210000,,,,,,,,,,
1767,2019-10-19 03:17:03,2019-10-19 03:20:31,,00:01:39.6690000,,,,,,,,,,
1768,2019-10-19 03:20:34,2019-10-19 03:21:53,,,,,,,,,,,,
1769,2019-10-19 03:21:56,2019-10-19 03:23:33,,,,,,,,,,,,
1770,2019-10-19 03:23:36,2019-10-19 03:26:39,,00:01:40.2660000,,,,,,,,,,
1771,2019-10-19 03:26:42,2019-10-19 03:29:23,,00:01:40.0120000,,,,,,,,,,
1772,2019-10-19 03:29:25,2019-10-19 03:32:06,,00:01:40.6830000,,,,,,,,,,
1773,2019-10-19 03:32:09,2019-10-19 03:33:43,,,,,,,,,,,,
1774,2019-10-19 03:33:46,2019-10-19 03:35:21,,,,,,,,,,,,
1775,2019-10-19 03:35:24,2019-10-19 03:39:49,,00:01:39.4170000,,,,,,,,,,
1776,2019-10-19 03:39:52,2019-10-19 03:41:31,,,,,,,,,,,,
1777,2019-10-19 03:41:34,2019-10-19 03:42:37,,,,,,,,,,,,
1778,2019-10-19 03:42:40,2019-10-19 03:43:43,,,,,,,,,,,,
1779,2019-10-19 03:43:45,2019-10-19 03:45:20,,,,,,,,,,,,
1780,2019-10-19 03:45:23,2019-10-19 03:46:57,,,,,,,,,,,,
1781,2019-10-19 03:47:00,2019-10-19 03:49:05,,00:01:40.5170000,,,,,,,,,,
1782,2019-10-19 03:49:09,2019-10-19 03:50:14,,,,,,,,,,,,
1783,2019-10-19 03:50:16,2019-10-19 04:05:12,,00:01:39.2730000,00:03:06.3750000,00:01:28.5370000,00:03:00,00:01:28.8240000,00:01:10,00:02:01.3600000,00:01:41.3370000,,,
1784,2019-10-19 04:05:19,2019-10-19 04:11:00,,00:01:39.9080000,00:03:09.7950000,,,,,,,,,
1785,2019-10-19 04:11:02,2019-10-19 04:12:41,,,,,,,,,,,,
1786,2019-10-19 04:12:43,2019-10-19 04:14:25,,,,,,,,,,,,
1787,2019-10-19 04:14:27,2019-10-19 04:17:00,,00:01:42.3940000,,,,,,,,,,
1788,2019-10-19 04:17:02,2019-10-19 04:41:42,,00:01:41.9010000,00:03:07.2410000,00:01:32.6960000,00:03:00,00:01:35.7250000,00:01:10,00:02:03.4350000,00:02:07.4200000,,00:08:38.6690000,
1789,2019-10-21 02:48:56,2019-10-21 02:56:17,,,00:04:48.5810000,00:01:26.7530000,,,,,,,,
1790,2019-10-21 02:56:20,2019-10-21 02:57:22,,,,,,,,,,,,
1791,2019-10-21 02:57:25,2019-10-21 02:58:58,,,,,,,,,,,,
1792,2019-10-21 02:59:00,2019-10-21 03:00:04,,,,,,,,,,,,
1793,2019-10-21 03:00:06,2019-10-21 03:01:09,,,,,,,,,,,,
1794,2019-10-21 03:01:12,2019-10-21 03:02:17,,,,,,,,,,,,
1795,2019-10-21 03:02:19,2019-10-21 03:03:53,,,,,,,,,,,,
1796,2019-10-21 03:03:56,2019-10-21 03:05:33,,,,,,,,,,,,
1797,2019-10-21 03:05:35,2019-10-21 03:07:18,,,,,,,,,,,,
1798,2019-10-21 03:07:21,2019-10-21 03:21:48,,00:01:39.9050000,00:03:09.2110000,00:01:23.0060000,00:03:00,00:01:26.9270000,00:01:10,00:02:02.4180000,00:02:09.1700000,,,
1799,2019-10-21 03:21:51,2019-10-21 03:23:24,,,,,,,,,,,,
1800,2019-10-21 03:23:26,2019-10-21 03:27:37,,00:01:39.9890000,,,,,,,,,,
1801,2019-10-21 03:27:40,2019-10-21 03:34:43,,00:01:41.7040000,00:03:15.1850000,00:01:28.7520000,,,,,,,,
1802,2019-10-21 03:34:46,2019-10-21 03:36:19,,,,,,,,,,,,
1803,2019-10-21 03:36:22,2019-10-21 03:37:59,,,,,,,,,,,,
1804,2019-10-21 03:38:02,2019-10-21 03:50:56,,00:01:40.1200000,00:03:13.8170000,00:01:23.3940000,00:03:00,00:01:25.6990000,00:01:10,00:01:57.6400000,,,,
1805,2019-10-22 02:02:26,2019-10-22 02:05:30,,00:01:39.6340000,,,,,,,,,,
1806,2019-10-22 02:05:33,2019-10-22 02:09:04,,00:01:39.7740000,,,,,,,,,,
1807,2019-10-22 02:09:06,2019-10-22 02:10:39,,,,,,,,,,,,
1808,2019-10-22 02:10:42,2019-10-22 02:11:44,,,,,,,,,,,,
1809,2019-10-22 02:11:47,2019-10-22 02:16:38,,00:01:39.8750000,,,,,,,,,,
1810,2019-10-22 02:16:41,2019-10-22 02:18:32,,,,,,,,,,,,
1811,2019-10-22 02:18:35,2019-10-22 02:36:00,,00:01:40.4140000,00:03:08.2580000,00:01:24.2690000,00:03:00,00:01:27.6620000,00:01:10,00:02:04.4910000,00:01:51.6100000,00:01:40.0100000,00:01:27.1570000,
1812,2019-10-22 02:36:03,2019-10-22 02:37:37,,,,,,,,,,,,
1813,2019-10-22 02:37:40,2019-10-22 02:43:08,,00:01:41.3820000,00:03:10.1390000,,,,,,,,,
1814,2019-10-22 02:43:10,2019-10-22 02:44:13,,,,,,,,,,,,
1815,2019-10-22 02:44:16,2019-10-22 02:47:16,,00:01:39.7430000,,,,,,,,,,
1816,2019-10-22 02:47:19,2019-10-22 02:48:23,,,,,,,,,,,,
1817,2019-10-22 02:48:25,2019-10-22 02:51:01,,00:01:41.1830000,,,,,,,,,,
1818,2019-10-22 02:51:03,2019-10-22 02:53:38,,00:01:39.6170000,,,,,,,,,,
1819,2019-10-22 02:53:41,2019-10-22 02:56:40,,00:01:41.2940000,,,,,,,,,,
1820,2019-10-22 02:56:43,2019-10-22 02:59:22,,00:01:40.2930000,,,,,,,,,,
1821,2019-10-22 02:59:25,2019-10-22 03:00:29,,,,,,,,,,,,
1822,2019-10-22 03:00:31,2019-10-22 03:01:35,,,,,,,,,,,,
1823,2019-10-22 03:01:38,2019-10-22 03:03:13,,,,,,,,,,,,
1824,2019-10-22 03:03:16,2019-10-22 03:11:48,,00:01:40.2150000,00:03:14.8130000,00:01:25.1130000,,,,,,,,
1825,2019-10-22 22:04:12,2019-10-22 22:05:48,,,,,,,,,,,,
1826,2019-10-22 22:05:50,2019-10-22 22:07:23,,,,,,,,,,,,
1827,2019-10-22 22:07:26,2019-10-22 22:09:59,,00:01:40.4630000,,,,,,,,,,
1828,2019-10-22 22:10:02,2019-10-22 22:14:50,,00:01:40.8460000,,,,,,,,,,
1829,2019-10-22 22:14:53,2019-10-22 22:18:40,,00:01:40.7000000,,,,,,,,,,
1830,2019-10-22 22:18:43,2019-10-22 22:20:18,,,,,,,,,,,,
1831,2019-10-22 22:20:21,2019-10-22 22:25:50,,00:01:39.7970000,00:03:13.0790000,,,,,,,,,
1832,2019-10-22 22:25:53,2019-10-22 22:32:59,,00:01:40.0680000,00:03:09.0940000,00:01:22.5920000,,,,,,,,
1833,2019-10-22 22:33:02,2019-10-22 22:37:20,,00:01:42.7650000,,,,,,,,,,
1834,2019-10-22 22:37:23,2019-10-22 22:39:03,,,,,,,,,,,,
1835,2019-10-22 22:39:06,2019-10-22 22:40:09,,,,,,,,,,,,
1836,2019-10-22 22:40:12,2019-10-22 22:41:47,,,,,,,,,,,,
1837,2019-10-22 22:41:50,2019-10-22 22:41:53,,,,,,,,,,,,
1838,2019-10-22 22:41:56,2019-10-22 22:43:01,,,,,,,,,,,,
1839,2019-10-22 22:43:04,2019-10-22 22:46:49,,00:01:42.5100000,,,,,,,,,,
1840,2019-10-22 22:46:51,2019-10-22 22:49:24,,00:01:39.7810000,,,,,,,,,,
1841,2019-10-22 22:49:27,2019-10-22 22:50:32,,,,,,,,,,,,
1842,2019-10-22 22:50:33,2019-10-22 22:53:02,,00:01:40.1650000,,,,,,,,,,
1843,2019-10-22 22:53:05,2019-10-22 22:57:17,,00:01:40.4000000,,,,,,,,,,
1844,2019-10-22 22:57:20,2019-10-22 22:58:56,,,,,,,,,,,,
1845,2019-10-22 22:58:59,2019-10-22 23:05:14,,00:01:39.7640000,00:03:18.1510000,,,,,,,,,
1846,2019-10-22 23:05:16,2019-10-22 23:09:11,,00:01:40.2030000,,,,,,,,,,
1847,2019-10-22 23:09:13,2019-10-22 23:10:19,,,,,,,,,,,,
1848,2019-10-22 23:10:21,2019-10-22 23:12:01,,,,,,,,,,,,
1849,2019-10-22 23:12:03,2019-10-22 23:14:37,,00:01:40.1210000,,,,,,,,,,
1850,2019-10-22 23:14:43,2019-10-22 23:16:21,,,,,,,,,,,,
1851,2019-10-22 23:16:24,2019-10-22 23:17:30,,,,,,,,,,,,
1852,2019-10-22 23:17:33,2019-10-22 23:28:09,,00:01:40.4970000,00:03:08.8480000,00:01:28.9850000,00:03:00,00:01:29.1890000,00:01:10,,,,,
1853,2019-10-22 23:28:12,2019-10-22 23:29:49,,,,,,,,,,,,
1854,2019-10-22 23:29:51,2019-10-22 23:31:30,,,,,,,,,,,,
1855,2019-10-22 23:31:32,2019-10-22 23:33:18,,,,,,,,,,,,
1856,2019-10-22 23:33:20,2019-10-22 23:34:59,,,,,,,,,,,,
1857,2019-10-22 23:35:02,2019-10-22 23:36:12,,,,,,,,,,,,
1858,2019-10-22 23:36:15,2019-10-22 23:40:44,,00:01:39.9870000,,,,,,,,,,
1859,2019-10-22 23:40:47,2019-10-22 23:42:28,,,,,,,,,,,,
1860,2019-10-22 23:42:31,2019-10-22 23:49:29,,00:01:39.7520000,00:03:14.6350000,00:01:23.4220000,,,,,,,,
1861,2019-10-22 23:49:31,2019-10-22 23:50:35,,,,,,,,,,,,
1862,2019-10-22 23:50:38,2019-10-22 23:52:05,,,,,,,,,,,,
1863,2019-10-23 01:22:35,2019-10-23 01:37:53,,00:01:40.4810000,00:03:05.7320000,00:01:26.5170000,00:03:00,00:01:28.7250000,00:01:10,00:01:57.7170000,00:01:38.4070000,,,
1864,2019-10-23 01:37:56,2019-10-23 01:40:31,,00:01:44.5190000,,,,,,,,,,
1865,2019-10-23 01:40:33,2019-10-23 01:42:05,,,,,,,,,,,,
1866,2019-10-23 01:42:08,2019-10-23 01:45:16,,00:01:50.8660000,,,,,,,,,,
1867,2019-10-23 01:45:19,2019-10-23 01:46:57,,,,,,,,,,,,
1868,2019-10-23 01:46:59,2019-10-23 01:48:27,,,,,,,,,,,,
1869,2019-10-23 01:48:30,2019-10-23 01:51:49,,00:01:51.7050000,,,,,,,,,,
1870,2019-10-23 01:51:52,2019-10-23 01:53:27,,,,,,,,,,,,
1871,2019-10-23 01:53:30,2019-10-23 01:55:04,,,,,,,,,,,,
1872,2019-10-23 01:55:07,2019-10-23 02:08:07,,00:01:41.6720000,00:03:11.3110000,00:01:24.2500000,00:03:00,00:01:30.1550000,00:01:10,00:01:57.9360000,,,,
1873,2019-10-23 02:08:10,2019-10-23 02:09:13,,,,,,,,,,,,
1874,2019-10-23 02:09:16,2019-10-23 02:10:19,,,,,,,,,,,,
1875,2019-10-23 02:10:22,2019-10-23 02:11:25,,,,,,,,,,,,
1876,2019-10-23 02:11:28,2019-10-23 02:12:31,,,,,,,,,,,,
1877,2019-10-23 02:12:34,2019-10-23 02:14:09,,,,,,,,,,,,
1878,2019-10-23 02:14:12,2019-10-23 02:17:17,,00:01:39.7750000,,,,,,,,,,
1879,2019-10-23 02:17:19,2019-10-23 02:18:24,,,,,,,,,,,,
1880,2019-10-23 02:18:25,2019-10-23 02:19:48,,,,,,,,,,,,
1881,2019-10-23 02:19:51,2019-10-23 02:20:55,,,,,,,,,,,,
1882,2019-10-23 02:20:58,2019-10-23 02:39:24,,00:01:39.8090000,00:03:07.9360000,00:01:25.4100000,00:03:00,00:01:25.2210000,00:01:10,00:02:00.2710000,00:01:33.0440000,00:02:08.8630000,00:01:18.3060000,
1883,2019-10-23 02:39:27,2019-10-23 02:43:43,,00:01:39.8490000,,,,,,,,,,
1884,2019-10-23 02:43:46,2019-10-23 02:47:19,,00:01:40.0680000,,,,,,,,,,
1885,2019-10-23 02:47:22,2019-10-23 02:50:24,,00:01:39.5940000,,,,,,,,,,
1886,2019-10-23 02:50:27,2019-10-23 02:52:56,,00:01:40.4610000,,,,,,,,,,
1887,2019-10-23 02:52:58,2019-10-23 02:54:02,,,,,,,,,,,,
1888,2019-10-23 02:54:05,2019-10-23 02:57:15,,00:01:40.3130000,,,,,,,,,,
1889,2019-10-23 02:57:17,2019-10-23 02:59:53,,00:01:40.0720000,,,,,,,,,,
1890,2019-10-23 02:59:55,2019-10-23 03:00:58,,,,,,,,,,,,
1891,2019-10-23 03:01:01,2019-10-23 03:04:17,,00:01:40.1770000,,,,,,,,,,
1892,2019-10-23 03:04:20,2019-10-23 03:06:57,,00:01:42.5300000,,,,,,,,,,
1893,2019-10-23 16:15:10,2019-10-23 16:16:13,,,,,,,,,,,,
1894,2019-10-23 16:16:16,2019-10-23 16:17:50,,,,,,,,,,,,
1895,2019-10-23 16:17:52,2019-10-23 16:20:20,,00:01:41.2560000,,,,,,,,,,
1896,2019-10-23 16:20:23,2019-10-23 16:21:27,,,,,,,,,,,,
1897,2019-10-23 16:21:29,2019-10-23 16:22:33,,,,,,,,,,,,
1898,2019-10-23 16:22:36,2019-10-23 16:24:09,,,,,,,,,,,,
1899,2019-10-23 16:24:11,2019-10-23 16:25:14,,,,,,,,,,,,
1900,2019-10-23 16:25:17,2019-10-23 16:27:00,,,,,,,,,,,,
1901,2019-10-23 16:27:03,2019-10-23 16:30:31,,00:01:40.3990000,,,,,,,,,,
1902,2019-10-23 16:30:33,2019-10-23 16:31:37,,,,,,,,,,,,
1903,2019-10-23 16:31:39,2019-10-23 16:35:09,,00:01:39.9770000,,,,,,,,,,
1904,2019-10-23 16:35:12,2019-10-23 16:37:45,,00:01:39.6320000,,,,,,,,,,
1905,2019-10-23 16:37:48,2019-10-23 16:39:21,,,,,,,,,,,,
1906,2019-10-23 16:39:24,2019-10-23 16:45:20,,00:01:39.5600000,00:03:12.3830000,,,,,,,,,
1907,2019-10-23 16:45:23,2019-10-23 16:47:17,,,,,,,,,,,,
1908,2019-10-23 16:47:20,2019-10-23 16:48:26,,,,,,,,,,,,
1909,2019-10-23 16:48:27,2019-10-23 16:58:57,,00:01:39.8640000,00:03:09.2700000,00:01:24.6400000,00:03:00,00:01:25.7380000,00:01:10,,,,,
1910,2019-10-23 16:58:59,2019-10-23 17:01:23,,00:01:42.3400000,,,,,,,,,,
1911,2019-10-23 17:01:26,2019-10-23 17:03:02,,,,,,,,,,,,
1912,2019-10-23 17:03:05,2019-10-23 17:04:16,,,,,,,,,,,,
1913,2019-10-23 17:04:19,2019-10-23 17:17:08,,00:01:40.2040000,00:03:12.8500000,00:01:22.6010000,00:03:00,00:01:35.3730000,00:01:10,00:01:56.5190000,,,,
1914,2019-10-23 17:17:08,2019-10-23 17:23:07,,00:01:40.1440000,00:03:14.4880000,,,,,,,,,
1915,2019-10-24 00:14:29,2019-10-24 00:21:54,,00:01:39.3160000,00:03:06.1890000,00:01:22.9270000,,,,,,,,
1916,2019-10-24 00:21:56,2019-10-24 00:26:44,,00:01:39.7420000,,,,,,,,,,
1917,2019-10-24 00:26:47,2019-10-24 00:27:50,,,,,,,,,,,,
1918,2019-10-24 00:27:52,2019-10-24 00:46:15,00:18:25.6740000,00:01:39.5990000,00:03:07.7430000,00:01:22.9010000,00:03:00,00:01:25.2190000,00:01:10,00:02:04.9440000,00:01:55.3640000,00:01:40.8540000,00:00:56.8290000,00:02:01.7240000
1919,2019-10-24 00:48:26,2019-10-24 00:51:26,,00:01:40.0120000,,,,,,,,,,
1920,2019-10-24 00:51:29,2019-10-24 00:51:36,,,,,,,,,,,,
1921,2019-10-24 00:51:39,2019-10-24 00:53:14,,,,,,,,,,,,
1922,2019-10-24 00:53:17,2019-10-24 00:55:43,,00:01:39.6380000,,,,,,,,,,
1923,2019-10-24 00:55:46,2019-10-24 00:57:27,,,,,,,,,,,,
1924,2019-10-24 00:57:30,2019-10-24 01:02:19,,00:01:39.5800000,,,,,,,,,,
1925,2019-10-24 01:02:22,2019-10-24 01:09:28,,00:01:39.3270000,00:03:08.9320000,00:01:22.6240000,,,,,,,,
1926,2019-10-24 01:09:31,2019-10-24 01:10:34,,,,,,,,,,,,
1927,2019-10-24 01:10:36,2019-10-24 01:11:40,,,,,,,,,,,,
1928,2019-10-24 01:11:43,2019-10-24 01:14:45,,00:01:40.6450000,,,,,,,,,,
1929,2019-10-24 01:14:47,2019-10-24 01:15:50,,,,,,,,,,,,
1930,2019-10-24 01:15:53,2019-10-24 01:17:42,,,,,,,,,,,,
1931,2019-10-24 01:17:45,2019-10-24 01:21:45,,,,,,,,,,,,
1932,2019-10-24 01:21:48,2019-10-24 01:22:51,,,,,,,,,,,,
1933,2019-10-24 01:22:53,2019-10-24 01:34:22,,00:01:39.6560000,00:03:04.2050000,00:01:24.7390000,00:03:00,00:01:27.8670000,00:01:10,,,,,
1934,2019-10-24 01:34:23,2019-10-24 01:34:31,,,,,,,,,,,,
1935,2019-10-24 02:13:29,2019-10-24 02:14:32,,,,,,,,,,,,
1936,2019-10-24 02:14:35,2019-10-24 02:15:38,,,,,,,,,,,,
1937,2019-10-24 02:15:41,2019-10-24 02:16:44,,,,,,,,,,,,
1938,2019-10-24 02:16:46,2019-10-24 02:18:21,,,,,,,,,,,,
1939,2019-10-24 02:18:23,2019-10-24 02:19:27,,,,,,,,,,,,
1940,2019-10-24 02:19:30,2019-10-24 02:21:09,,,,,,,,,,,,
1941,2019-10-24 02:21:12,2019-10-24 02:24:14,,00:01:39.7510000,,,,,,,,,,
1942,2019-10-24 02:24:17,2019-10-24 02:25:21,,,,,,,,,,,,
1943,2019-10-24 02:25:23,2019-10-24 02:26:58,,,,,,,,,,,,
1944,2019-10-24 02:27:01,2019-10-24 02:29:40,,00:01:39.3680000,,,,,,,,,,
1945,2019-10-24 02:29:43,2019-10-24 02:33:16,,00:01:39.4170000,,,,,,,,,,
1946,2019-10-24 02:33:19,2019-10-24 02:40:22,,00:01:39.1240000,00:03:09.3900000,00:01:33.5570000,,,,,,,,
1947,2019-10-24 02:40:27,2019-10-24 02:41:30,,,,,,,,,,,,
1948,2019-10-24 02:41:34,2019-10-24 02:42:36,,,,,,,,,,,,
1949,2019-10-24 02:42:39,2019-10-24 02:45:36,,00:01:39.6360000,,,,,,,,,,
1950,2019-10-24 02:45:39,2019-10-24 02:47:14,,,,,,,,,,,,
1951,2019-10-24 02:47:17,2019-10-24 02:48:52,,,,,,,,,,,,
1952,2019-10-24 02:48:55,2019-10-24 02:50:31,,,,,,,,,,,,
1953,2019-10-24 02:50:34,2019-10-24 02:52:08,,,,,,,,,,,,
1954,2019-10-24 02:52:11,2019-10-24 02:53:14,,,,,,,,,,,,
1955,2019-10-24 02:53:17,2019-10-24 03:00:23,,00:01:41.8070000,00:03:08.7880000,00:01:26.9650000,,,,,,,,
1956,2019-10-24 03:00:26,2019-10-24 03:02:02,,,,,,,,,,,,
1957,2019-10-24 03:02:05,2019-10-24 03:03:41,,,,,,,,,,,,
1958,2019-10-24 03:03:44,2019-10-24 03:05:22,,,,,,,,,,,,
1959,2019-10-24 03:05:25,2019-10-24 03:23:54,00:18:32.0490000,00:01:39.7240000,00:03:06.0700000,00:01:27.1830000,00:03:00,00:01:29.3720000,00:01:10,00:01:59.5090000,00:01:42.2630000,00:01:39.1280000,00:01:10.3990000,00:02:10.4420000
1960,2019-10-24 03:24:18,2019-10-24 03:26:44,,00:01:40.1430000,,,,,,,,,,
